Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289584,Presidential Drawdown Authority for Military Assistance for Ukraine: Spark Mine Roller Fully Mission Capable,Spark Mine Roller Fully Mission Capable. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-AV71,,,2,Obligations,2023,2375832,2375832
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,288349,Presidential Drawdown Authority for Military Assistance for Ukraine: 5-Ton Expansible Van (M1087A1P2) Cost To Repair System To Fully Mission Capable Plus Safety,5-Ton Expansible Van (M1087A1P2) Cost To Repair System To Fully Mission Capable Plus Safety. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-AV79,,,2,Obligations,2023,2332276,2332276
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,288312,Presidential Drawdown Authority for Military Assistance for Ukraine: 155mm Family of Scatterable Mines (FASCAM) Remote Anti-Armor Mine System (RAAMS-L) M718A1 (D515),155mm Family of Scatterable Mines (FASCAM) Remote Anti-Armor Mine System (RAAMS-L) M718A1 (D515). The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-AV48,,,2,Obligations,2023,2129488,2129488
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289524,Presidential Drawdown Authority for Military Assistance for Ukraine: Security Assistance,Security Assistance. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-AV84,,,2,Obligations,2023,1822872,1822872
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289406,"Presidential Drawdown Authority for Military Assistance for Ukraine: Projectile, 105mm High Explosive M1 W/O Fuze (C445)","Projectile, 105mm High Explosive M1 W/O Fuze (C445). The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.",PD2022-18-AV51,,,2,Obligations,2023,1375000,1375000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,288948,"Presidential Drawdown Authority for Military Assistance for Ukraine: M119A2 Charge, Propelling 155mm","M119A2 Charge, Propelling 155mm. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.",PD2022-18-AV47,,,2,Obligations,2023,1362000,1362000
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289104,Presidential Drawdown Authority for Military Assistance for Ukraine: Medium Tactical Vehicle Replacement-7t,Medium Tactical Vehicle Replacement-7t. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-DI14,,,2,Obligations,2023,1243200,1243200
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289106,Presidential Drawdown Authority for Military Assistance for Ukraine: Medium Tactical Vehicle Replacement-7t,Medium Tactical Vehicle Replacement-7t. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-DI16,,,2,Obligations,2023,1058204,1058204
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,289105,Presidential Drawdown Authority for Military Assistance for Ukraine: Medium Tactical Vehicle Replacement-7t,Medium Tactical Vehicle Replacement-7t. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-DI15,,,2,Obligations,2023,867200,867200
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000021,U.S. Government - Department of the Navy,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,1,Peace and Security,3,Stabilization Operations and Security Sector Reform,140,97xDPDA,Presidential Drawdown Authority,7,Department of Defense,DOD,2,Military,3,Project-Type,288412,Presidential Drawdown Authority for Military Assistance for Ukraine: BGM-71 Tow Missiles,BGM-71 Tow Missiles. The use of the Presidential Drawdown Authority to direct a drawdown to provide military assistance under section 506(a)(1) of the Foreign Assistance Act allows for the speedy delivery of defense articles and services from Department of Defense stocks to foreign countries and international organizations to respond to unforeseen emergencies.,PD2022-18-CH17,,,2,Obligations,2023,480000,480000
